filepath,label,split
ewaste-dataset\train\Microwave\Microwave_170.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_171.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_172.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_173.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_175.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_176.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_178.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_179.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_180.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_181.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_182.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_183.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_184.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_185.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_186.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_187.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_188.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_191.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_193.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_195.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_196.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_197.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_199.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_2.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_200.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_201.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_202.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_203.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_204.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_206.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_207.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_208.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_209.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_21.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_210.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_212.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_213.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_214.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_215.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_216.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_217.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_218.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_219.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_220.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_221.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_222.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_237.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_243.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_252.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_253.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_258.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_261.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_269.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_276.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_289.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_293.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_297.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_3.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_42.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_50.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_63.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_64.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_67.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_68.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_69.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_70.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_71.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_73.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_74.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_76.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_77.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_78.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_79.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_80.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_82.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_84.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_86.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_87.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_89.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_9.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_90.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_91.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_93.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_96.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_97.jpg,Microwave,train
ewaste-dataset\train\Microwave\Microwave_98.jpg,Microwave,train
ewaste-dataset\train\Mobile\aug_10067_Mobile_96.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_10603_Mobile_175.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_10766_Mobile_76.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_11052_aug_40209_Mobile_253.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_11418_Mobile_107.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_11822_Mobile_114.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_11827_Mobile_287.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_12116_Mobile_157.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_12443_Mobile_41.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_12922_Mobile_167.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_13194_Mobile_116.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_13371_Mobile_48.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_13941_Mobile_48.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_14175_Mobile_73.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_15140_Mobile_288.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_15219_Mobile_60.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_15577_Mobile_154.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_15623_Mobile_281.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_16352_Mobile_120.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_16644_aug_36450_Mobile_78.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_16912_Mobile_209.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_17067_Mobile_49.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_18675_Mobile_271.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_19050_Mobile_206.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_19396_Mobile_116.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_19913_Mobile_295.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_20080_Mobile_35.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_20269_aug_52877_Mobile_109.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_20525_Mobile_17.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_21182_Mobile_217.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_21861_Mobile_257.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_22046_Mobile_113.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_22253_Mobile_142.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_22515_Mobile_141.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_22968_Mobile_36.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_23009_Mobile_85.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_23275_Mobile_156.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_23506_Mobile_79.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_23596_Mobile_159.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_24512_Mobile_297.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_25101_Mobile_93.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_25135_Mobile_139.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_25320_Mobile_32.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_25584_Mobile_2.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_26203_Mobile_246.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_26268_Mobile_200.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_26299_Mobile_109.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_26342_Mobile_115.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_26781_Mobile_123.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_27073_Mobile_35.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_27411_Mobile_183.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_27452_Mobile_13.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_28389_Mobile_39.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_29022_Mobile_143.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_29293_Mobile_238.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_29412_Mobile_39.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_29540_Mobile_186.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_29820_Mobile_178.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_29955_Mobile_273.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_30051_Mobile_51.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_30084_Mobile_86.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_30749_Mobile_287.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_31009_Mobile_71.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_31229_Mobile_164.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_32078_aug_88687_Mobile_230.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_32250_Mobile_19.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_32414_Mobile_167.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_32445_Mobile_7.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_32616_Mobile_261.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_32732_Mobile_163.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_32799_Mobile_216.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_33075_Mobile_271.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_33384_Mobile_160.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_34078_Mobile_238.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_35336_Mobile_73.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_35490_Mobile_221.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_35541_Mobile_49.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_35596_Mobile_114.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_35647_Mobile_163.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_36086_aug_84243_Mobile_21.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_36104_Mobile_81.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_36450_Mobile_78.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_36637_Mobile_182.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_37168_Mobile_41.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_37254_Mobile_87.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_37843_Mobile_156.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_38001_Mobile_5.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_38038_Mobile_50.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_38077_Mobile_262.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_38883_Mobile_167.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_38911_Mobile_145.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_38936_aug_36450_Mobile_78.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_39032_Mobile_240.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_39108_Mobile_253.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_39237_Mobile_194.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_39253_Mobile_214.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_39277_Mobile_157.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_39652_Mobile_232.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_39906_Mobile_36.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_40209_Mobile_253.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_40225_Mobile_43.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_40355_Mobile_138.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_40481_Mobile_87.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_40560_Mobile_295.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_40954_Mobile_36.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_41158_Mobile_18.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_41253_Mobile_232.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_41483_aug_72288_Mobile_257.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_41732_Mobile_156.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_41920_aug_12116_Mobile_157.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_43234_Mobile_63.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_43386_Mobile_167.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_43588_Mobile_256.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_43726_Mobile_43.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_43782_Mobile_71.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_44010_Mobile_49.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_44161_Mobile_159.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_44194_Mobile_138.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_44981_Mobile_238.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_45239_Mobile_32.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_45580_Mobile_16.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_46294_aug_12116_Mobile_157.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_47357_Mobile_159.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_47508_Mobile_45.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_47779_Mobile_89.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_48937_Mobile_15.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_49131_Mobile_214.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_49855_Mobile_113.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_50188_Mobile_205.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_50511_Mobile_36.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_51127_Mobile_234.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_51211_Mobile_119.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_51230_Mobile_117.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_51346_Mobile_176.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_51694_Mobile_261.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_51929_Mobile_298.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_52230_Mobile_33.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_52257_Mobile_9.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_52389_Mobile_197.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_52877_Mobile_109.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_52921_Mobile_201.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_52991_Mobile_11.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_53629_Mobile_125.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_53906_Mobile_74.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_54028_Mobile_69.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_54476_Mobile_10.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_54981_Mobile_94.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_55181_Mobile_255.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_56095_Mobile_234.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_56479_Mobile_293.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_56594_Mobile_27.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_56806_Mobile_203.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_56903_Mobile_133.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_57483_Mobile_248.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_57929_Mobile_155.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_58455_Mobile_112.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_58610_Mobile_73.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_59107_Mobile_64.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_59139_Mobile_168.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_59179_Mobile_70.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_59652_Mobile_221.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_59825_Mobile_117.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_60004_Mobile_246.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_60031_Mobile_254.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_60114_Mobile_162.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_60487_Mobile_272.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_61659_Mobile_139.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_61947_Mobile_171.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_62028_Mobile_221.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_62177_Mobile_246.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_62357_Mobile_255.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_62497_Mobile_15.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_62641_Mobile_107.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_63076_Mobile_213.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_63251_Mobile_50.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_63300_Mobile_187.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_63767_Mobile_232.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_64090_Mobile_18.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_64941_Mobile_31.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_65763_Mobile_85.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_65830_aug_39906_Mobile_36.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_66099_Mobile_223.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_67072_Mobile_98.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_67564_Mobile_272.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_67635_Mobile_79.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_67761_Mobile_248.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_67820_Mobile_276.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_68153_Mobile_35.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_68655_Mobile_151.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_68844_Mobile_46.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_69086_Mobile_101.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_69371_Mobile_35.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_69462_Mobile_154.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_69580_Mobile_238.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_69769_aug_11418_Mobile_107.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_69831_Mobile_219.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_71171_Mobile_287.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_71536_Mobile_176.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_71558_Mobile_250.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_72215_Mobile_182.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_72288_Mobile_257.jpg,Mobile,train
ewaste-dataset\train\Mobile\aug_72543_Mobile_127.jpg,Mobile,train
